word,TFIDF_prev2,TFIDF_prev1,TFIDF,TFIDF_next1,TFIDF_next2,TF_prev_2,TF_prev_1,TF,TF_next_1,TF_next_2,first_occurrence,last_occurrence,length,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,keyword
Transfection,0.0080271212029178,0.0034650205950905,0.0043520724461019,0.0124620777781897,0.0025076114713236,0.0394950933314996,0.0044077492004447,0.0051979151274073,0.0453744864883291,0.0027362111050875,0.1511167622292061,0.1511167622292061,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
gene,0.0017703427993687,0.002691504166364,0.0046845425927489,0.0046657808597822,0.0066443276975529,0.0024224147758309,0.0074732565506399,0.1388435488992244,0.0109158060410916,0.0247835805531525,0.0034035199097097,0.9940570662716468,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
patients,0.0027862962337947,0.0033336822038331,0.0257191602717,0.0024665506325893,0.0040230284540059,0.0074822816931892,0.0373312038063464,0.0690658802646598,0.0214815904221999,0.0055760980993024,0.0377833753148614,0.879637824222207,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Recombinant,0.0018463350033427,0.0032047633838299,0.0050166469084259,0.0044350029241085,0.0006591699229123,0.0026249499627385,0.0476620275014733,0.0085899209970561,0.0061865208472718,0.0003439529154411,0.2144922298518251,0.2350921575713769,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Signal,0.0192528784994961,0.0,0.0069902857419666,0.0026588078603587,0.003485818678514,0.037757126211029,0.0,0.017663293117386,0.002901190904972,0.0322707520113758,0.0003281916639317,0.0003281916639317,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
test,0.0032429194936585,0.0081873752268373,0.0044541524635631,0.0032435973778753,0.0027353392269789,0.0038452974512607,0.0152680402407894,0.0705201333974982,0.0234528857417919,0.004523464248722,0.1029221866182026,0.9797694772585968,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
tested,0.001317045206557,0.0045095371869731,0.004349150725791,0.0032592866910155,0.0047713372388697,0.0637386845923422,0.0064112468482059,0.0193482033157874,0.0092028368937213,0.0132481412146074,0.5003215434083601,0.6412379421221865,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
selected,0.0031193138890873,0.0029854404001948,0.0037537347112961,0.0051708082794645,0.0033725035331793,0.0301264830694323,0.0058222775188607,0.009329546043509,0.0083527008702823,0.0135441367382511,0.1437783927732233,0.6762048979165579,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
bfa,0.0020639822495104,0.0046947443813539,0.0009387812532843,0.0056352994755768,0.0174887522633826,0.0011159633741111,0.014932680077052,0.0006942711066813,0.0083682305046822,0.176459820025445,-4.877097151775264e-05,-4.877097151775264e-05,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Mutagenesis,0.0002030032661105,0.0,0.0017705304284836,0.0010741854061348,0.0006925794200373,0.0001197938412075,0.0,0.0018246695992392,0.0008172476754269,0.0002893493461543,0.1442930473810099,0.1442930473810099,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
active,0.004613041228503,0.0257191602717,0.00484253931491,0.0090293427377322,0.0066347178748382,0.0184108948300892,0.0690658802646598,0.0198175511105042,0.0076774167550417,0.0143730226278744,0.1421721835487995,0.8192214803239096,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Shift,0.000916800815498,0.0014305781014547,0.0038976440926687,0.0050747804862663,0.0006591699229123,0.00087218628688,0.0015363113413899,0.0060755752734488,0.0131094300969011,0.0003439529154411,0.7767380733342095,0.7767380733342095,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
analysis,0.001326461773526,0.0027533838320855,0.0032047633838299,0.0027428826185126,0.0,0.0009518408266837,0.0037919011993449,0.0476620275014733,0.0052018694243041,0.0,0.2746335963923337,0.584191406739321,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Mortality,0.00253864734347,0.0008868314861493,0.0050807476685342,0.0045647164863394,0.0111311503813206,0.0040047608047286,0.000770797781381,0.0064190145582558,0.004624675295944,0.0176643651036755,0.3632954545454545,0.9919318181818182,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Plasmids,0.0086558170005059,0.0043520724461019,0.0044350029241085,0.0044350029241085,0.0004990718929358,0.0291770564415571,0.0051979151274073,0.0061865208472718,0.0061865208472718,0.0003950724534497,0.2024383078730904,0.2024383078730904,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
respectively,0.0,0.0010742025519199,0.0031839108163718,0.0021814684704364,0.0019304466446739,0.2364114840878818,0.0006497667680163,0.0238488376499696,0.0042071549145819,0.0038069527427031,0.4123541621931143,0.8496170639181161,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
repair,0.0038868146888345,0.0006591699229123,0.0049193147968357,0.0065088247478291,0.0038868146888345,0.0039378690714218,0.0003439529154411,0.0041357713275643,0.033629353621544,0.0039378690714218,0.0384981254546471,0.9994963908007386,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
resulted,0.0048981204299341,0.0047923883687056,0.0024241294258628,0.0038857769809734,0.0054243249195329,0.0090318425268081,0.0085415724475154,0.0058937661712995,0.0199354326546565,0.0114317343456917,0.1447933715220949,0.1447933715220949,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
Disease,0.0047791392664226,0.003167792798513,0.0073891482705963,0.0010144476143496,0.004032171251561,0.0160155681833605,0.0112610437127747,0.0206316957520092,0.0008911931913926,0.0039434154552143,0.1825871980460489,0.1825871980460489,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
nuclear,0.0025433009409538,8.588170294804474e-05,0.0058502871234884,0.0033933223907161,0.0028873042569928,0.0177660394025931,3.87293460104351e-05,0.01013328178074,0.0044346357344334,0.003200244982809,0.0037202239726677,0.9404574357027616,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Amino,0.0010638731349878,0.001474575995526,0.0078364083422742,0.0080271212029178,0.0086747926642348,0.0745547709212553,0.0916636106634101,0.0238103873268029,0.0394950933314996,0.0162681686835477,0.7535960200439814,0.7535960200439814,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
tested,0.0,0.0016312488706081,0.004349150725791,0.0029707321439074,0.0,0.0,0.0013076697057702,0.0193482033157874,0.001550119242967,0.0,0.0163960106521852,0.9444676518197485,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
laboratory,0.0041625222366819,0.0032526688956814,0.003872703155312,0.0061014492224151,0.001744937021934,0.0085809244767718,0.0046827592144073,0.007594819746917,0.0081874997793279,0.0008338825921618,0.1118454825462012,0.9878721765913756,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Vero,0.0023275899221017,0.0061844628626525,0.0002434198664021,0.0220232693170586,0.0019715519283654,0.0040316182868992,0.0180609031148368,0.0001163271720569,0.1129872878591185,0.0036766037154886,0.161445152282049,0.956162550542514,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
prevalence,0.0021238810450071,0.0016280427201292,0.0070753690580375,0.0131597537239146,0.0200235133818114,0.0022257246182158,0.0620933366903524,0.0091233033613029,0.0086662054119654,0.0481506226717418,0.0470431732978594,0.9605756439714596,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Promoter,0.0079700588477184,0.0082226759864488,0.0085712589931475,0.0145086273517126,0.0031193138890873,0.050028277400479,0.0170447265599143,0.01545133499128,0.0251303920821903,0.0301264830694323,0.0022574025212547,0.0022574025212547,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
II,0.0015670686763132,0.0022877887339936,0.0073002178365641,0.0038525529414957,0.0088711816681172,0.001696414905921,0.003130452043063,0.017079190891398,0.0034202246596869,0.0458350189037695,0.2649520805531966,0.2649520805531966,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Myocardial,0.0022179166254169,5.4889062124394776e-05,0.0021586075270409,0.0011675005100135,0.0007071196734613,0.0024392133707971,2.293183103226385e-05,0.0013656352442792,0.0008759249294018,0.000368972953405,0.4710964822053075,0.4710964822053075,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Vacuoles,0.0034483657486773,0.0045823724130021,0.001145182888435,0.0014386514058149,0.0038343078112837,0.0093637058337782,0.0157208003118795,0.0006927015606843,0.0008266388463159,0.0366373887200061,0.355739141319314,0.9669044936788084,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
deltanoti,0.0005639107333036,0.015425811701531,0.0,0.0026454681047551,0.0042563641933672,0.0003327682068121,0.1016328559522017,0.0,0.0029321973979428,0.0216835471504864,-2.6939655172413796e-05,-2.6939655172413796e-05,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Molecular,0.0047429786542139,0.0010638731349878,0.0040170815976668,0.001430403642731,0.0043036103738275,0.0049292478362115,0.0745547709212553,0.0134618057016183,0.001411539878063,0.0093744898970263,0.7327600346791011,0.9993907725472736,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
epidermis,0.0013611381895629,0.001145182888435,0.0007248040077503,0.0220232693170586,0.0074468355218505,0.0014734868667181,0.0006927015606843,0.0004277126071644,0.1129872878591185,0.0215039800721265,0.3530547030721043,0.365963235992027,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
preferred,0.0027428826185126,0.0031223973903644,0.0006296508384118,0.003581438262041,0.0021116317734726,0.0052018694243041,0.0049845162896533,0.0004920562409712,0.0051238797656892,0.0032326872632432,0.8472045103698235,0.8472045103698235,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
sites,0.0048981204299341,0.008280882114477,0.007070996233924,9.896147543260574e-05,0.0009944932998694,0.0090318425268081,0.0275888224355755,0.0226208066111436,4.958896079830002e-05,0.0009637988441235,0.6554242868605262,0.7170959798577872,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Caenorhabditis,0.002663810189466,0.0041296931170371,0.0,0.0036626918559446,0.0012820966117066,0.0050519087777249,0.0181335603144487,0.0,0.0026282699687474,0.0005781762772407,0.0003066373038218,0.0963677417556379,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
washed,0.0020839054747239,0.0057710873693573,0.0033306734021422,0.0004025570591578,0.0057195679677904,0.001423280770413,0.0187851516693742,0.0078351778118615,0.0002375521209372,0.0218607912431389,0.2265413521193066,0.9455083477646822,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
additional,0.0111311503813206,0.0101778041798298,0.0026048251123881,0.0040458053334999,0.0030112209098912,0.0176643651036755,0.0093156824165979,0.0100171597714703,0.0057157587701811,0.0047785991328804,0.2787929125138427,0.3071705426356589,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
laboratory,0.0044541524635631,0.0010638731349878,0.003872703155312,0.0058366061700916,0.0024665506325893,0.0705201333974982,0.0745547709212553,0.007594819746917,0.0120986594110083,0.0214815904221999,0.0110626885685551,0.8757123700972176,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Cell,0.0017050312967161,0.0029028824014896,0.0174887522633826,0.0017920931148636,0.0012355812295746,0.0015136949900817,0.0042053461137597,0.176459820025445,0.0014004755457714,0.0014757213819129,0.0492089509692132,0.8270381984036488,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
total,0.0002295209685774,0.0051424377354727,0.0032916144741884,0.0295165899579588,0.0028418622698051,0.1305372372080089,0.0049837193936619,0.0185537875181238,0.0881698328579224,0.002416362036469,0.2536212914485166,0.2536212914485166,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Serotyping,0.0010144476143496,0.0,0.0003085755947047,0.0011317927996549,0.0032526688956814,0.0008911931913926,0.0,0.0001610138323116,0.0010256014214203,0.0046827592144073,0.1840223585350804,0.1840223585350804,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
might,0.0024487727055068,0.0119233660319532,0.0034644463041254,0.0032267291026276,0.0016280427201292,0.0193726692093843,0.0487950433401636,0.0119557876312196,0.0112678800489101,0.0620933366903524,0.4923531342303905,0.688283557597637,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Arabidopsis,0.0017050312967161,0.0002077441863555,0.0,0.0030250151869015,0.002663810189466,0.0015136949900817,0.000104099279727,0.0,0.0135460478258248,0.0050519087777249,0.0019665934514992,0.9845481943096492,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Cells,0.0005757203526327,0.0056210541354655,0.0220232693170586,0.0030856062439404,0.0003191856548918,0.1305749209831119,0.0097362273435737,0.1129872878591185,0.011579545747465,0.0002101960650539,0.8894734983579928,0.9200183622303048,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Agents,0.0,0.004937887358785,0.0043145858708173,0.0009058320007994,0.0025612136677307,0.0,0.0053454617821277,0.0090429546538487,0.0006699036473749,0.0105478408330978,0.0108688404347536,0.0108688404347536,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
peripheral,0.0050809944407076,0.0022357889287841,0.0022179166254169,0.0084404772946856,0.0019751151854933,0.0166350483561242,0.0276832025881278,0.0024392133707971,0.0174962053424183,0.0015833257205649,0.8411015536440621,0.8411015536440621,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Sequence,0.0050654391338284,0.0006591699229123,0.012510740368272,0.0026572212558617,0.0033731744934032,0.0038003789956689,0.0003439529154411,0.0791584759867748,0.0226893017909572,0.0590588596678785,0.566956378465214,0.5889113152366438,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Resistance,0.0,0.004980214445449,0.0192528784994961,0.0,0.0131597537239146,0.0,0.0042345476229861,0.037757126211029,0.0,0.0086662054119654,0.0020348985094368,0.0020348985094368,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Variation,0.0024811563571203,0.0023574316848906,0.0037323220154505,0.003294621339549,0.007070996233924,0.0039843647875648,0.0027547938744596,0.0068048813432784,0.0195798490230415,0.0226208066111436,0.3817508163777945,0.8100979653353428,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Lysosomes,0.0012066789924148,0.0047923883687056,0.0005692282513951,0.0020325556968602,0.0018202273471716,0.0006735521888798,0.0085415724475154,0.0003359061165122,0.0022878185352913,0.0016825581786422,0.0335546038543897,0.4934047109207709,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
homozygous,0.0015584766646783,0.0073055990538029,0.0013919395558992,0.0,0.0015255803824579,0.0019016389446502,0.0062117620529454,0.0010589972270118,0.0,0.0013402238129766,0.9095712786688652,0.9095712786688652,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Cell,0.0005079793711011,0.0090670886884261,0.0174887522633826,0.0064329985591855,0.0023344132155514,0.0003345240091388,0.0068983036924408,0.176459820025445,0.016076910765829,0.0022416262845141,0.2134413010796774,0.32106737734044,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Sequence,0.0033429629965089,0.0,0.012510740368272,0.0033429629965089,0.00207831309199,0.001396640052062,0.0,0.0791584759867748,0.001396640052062,0.0377061274587562,0.4233749349973999,0.4233749349973999,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
calmodulin,0.0038839291511367,0.0050391670594796,0.0069855809370123,0.0,0.0015815327455774,0.0269013298323884,0.0164027177966948,0.004324301942244,1.2121104761527568,0.0010610858318522,0.0029011295064211,0.9857264428284078,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
janthinobacterium,0.0,0.0001008700697314,0.0,5.0436258363722434e-05,5.0436258363722434e-05,0.0,4.214200982431715e-05,0.0,2.1071516071367747e-05,2.1071516071367747e-05,-4.517528008673654e-05,-4.517528008673654e-05,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Regulation,0.0006859481876719,0.0015479456380413,0.0042141007226411,0.0046845425927489,0.0124620777781897,0.0004339626398497,0.0015138723958017,0.0085916977368299,0.1388435488992244,0.0453744864883291,0.0018333246032161,0.6711015661830182,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
DNA,0.0018994755205765,0.0040981575659067,0.0006591699229123,0.0010638731349878,0.0006583057016863,0.0018070408242507,0.0058999811291344,0.0003439529154411,0.0745547709212553,0.0004075126535732,0.2347972972972972,0.9147609147609148,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
MAP,0.0088711816681172,0.0032229033138437,0.0044146759609369,0.0122162185901583,0.0079700588477184,0.0458350189037695,0.0134421870118022,0.0061581661463675,0.0358776353637848,0.050028277400479,0.0182911706349206,0.9691065228174603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
Analysis,0.0025398770051699,0.0007690497120945,0.0032047633838299,7.317876147631872e-05,0.0039977599604262,0.0085114852457726,0.0005252511114309,0.0476620275014733,3.057299447970452e-05,0.0115441989110548,0.5178015900449361,0.5178015900449361,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
defects,0.0030732184209178,0.0021011181736775,0.0026417278650442,0.0024636803256659,0.0019854578731562,0.0047618213282621,0.003314550849172,0.0025367259658088,0.0028154375341868,0.0017809646575112,0.0673527116660163,0.0673527116660163,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Guideline,0.0032053897023821,0.0010872241034251,0.0082578570248848,0.0045637483917804,0.0077497284215864,0.0030779836924772,0.0005195701863326,0.0091528855847584,0.0137880419574677,0.0457048272588722,0.5111956810337198,0.5111956810337198,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
site,0.0033612193407691,0.0059819271667244,0.0079700588477184,0.012510740368272,0.0011418964811798,0.0289845270217048,0.0065787850458382,0.050028277400479,0.0791584759867748,0.001324557940247,0.0096395378045717,0.9985870384325546,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Phagocytosis,0.0020325556968602,0.0034852247329338,0.00142692380456,0.0041259555243522,0.0027486972966702,0.0022878185352913,0.0033156222893508,0.0008420390811134,0.0028179748211313,0.0020028603385235,0.0011868027533823,0.0011868027533823,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
sera,0.0019124855070033,0.0040526733673256,0.0061362247755558,0.0026553170215802,0.0014926182502518,0.0566835010576485,0.0059443586682292,0.0089448685250239,0.0259236300164038,0.0013932048522437,0.2505462120827194,0.9253594837660688,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Gene,0.0001423015411293,0.0018463350033427,0.0046845425927489,0.0034657050663407,0.0,7.694024888905144e-05,0.0026249499627385,0.1388435488992244,0.006462941168514,0.0,0.5679098749266266,0.5679098749266266,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Immunoglobulin,0.0039775569258778,0.0,0.0015941534519341,0.0,0.0061014492224151,0.0033440156947024,1.701893542358677,0.0020002474806346,1.0527125091717948,0.0081874997793279,0.0028578398912626,0.0028578398912626,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
histology,0.0073544842068941,0.0024665506325893,0.0003606296995929,0.0091733513084378,0.0009177831614673,0.0077071437649695,0.0214815904221999,0.0002012987091536,0.0342169293032859,0.0005273516646889,0.33825130003628,0.33825130003628,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Roots,0.0041152182398211,0.0024453741496173,0.004759744797361,0.0108399951960698,0.00253043964308,0.0148938112217102,0.0023698991025482,0.0036707585220213,0.0383058335686701,0.0060849583249581,0.0024693551252442,0.7731923965180316,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
windowmin,0.012510740368272,0.0040510205425241,0.0,0.0018700290331524,0.0021479935562288,0.0791584759867748,0.0216922898863622,0.0,0.0036673436766804,0.0026394884619955,-3.080714725816389e-05,-3.080714725816389e-05,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
wheat,0.003032065722767,0.0035041097931303,0.0026542790754055,0.0033277165439131,0.0009206343391088,0.0146147016291714,0.0022629392775568,0.0016430851298593,0.0186185380834936,0.1038685010928747,0.0941886026717772,0.6058846739191703,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Salmonella,0.0025019351171754,0.0032047633838299,0.0016639616350486,0.0052784926568066,0.0054475539958417,0.0025129034517374,0.0476620275014733,0.0007951855133169,0.0037877343428774,0.0040870631818098,0.0017511674449633,0.0512841894596397,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surgery,0.0027125019081755,0.0041553103583158,0.0026759277931607,0.0004737902552363,0.0023480621348425,0.0359215308665634,0.0122036707806715,0.0021183027404719,0.0003059717420955,0.0554326119629863,0.2364643222461288,0.2364643222461288,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
arabinoxylan,0.0013584551043815,0.0016267856661862,0.0005717912700826,0.0024127603078283,0.0010151673574058,0.0018229031270947,0.0025206352496882,0.0002388858596552,0.0073728514337928,0.0008823420898332,0.0427163767776824,0.9369003977848842,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Services,0.0016260333460858,0.0082081978964317,0.0029955226491724,0.0013280421964482,0.0034484660502781,0.0012025250469566,0.0140547606290819,0.0022790143188908,0.0010908087969124,0.0069919091510883,0.1246524157108098,0.1246524157108098,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
phosphorylated,0.0080271212029178,0.0033016652716759,0.0029707178853621,0.0,0.0026505745381598,0.0394950933314996,0.0072714943322347,0.0029837413356635,1.2121104761527568,0.0053741507379801,0.0618426792032181,0.9557504967770076,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
